State,Geopolitical_Zone,Year,Yield_MT_Ha,Source_Report,Source_Table,Season_Group,Seasonal_Rainfall_mm,Seasonal_GDD_C,Max_CDD_days,Mean_Tmax_C,Mean_Tmin_C,Mean_RH_pct,Mean_Solar_Radiation_MJ_m2_day,Rainfall_Anomaly_Z_2000_2019,Weather_Valid_Days,Weather_Total_Days,Rainfall_Flag
Kwara,North Central,2022,2.09,NAERLS Agricultural Performance Survey 2023,Table 12.2,Middle,1419.62,3283.9700000000003,6,28.89845794392524,21.79285046728972,85.27841121495327,16.998644859813083,1.3668685739985518,214,214,ok
Kwara,North Central,2023,2.13,NAERLS Agricultural Performance Survey 2023,Table 12.2,Middle,1382.36,3440.425,6,29.545327102803743,22.608177570093456,85.51214953271027,17.12728971962617,1.1935885110306277,214,214,ok
Kwara,North Central,2024,2.18,Agricultural Productivity Survey 2024,Table 12.2,Middle,1215.39,3515.295,13,30.14434579439252,22.7088785046729,83.5259813084112,16.815327102803735,0.417083623382899,214,214,ok
Lagos,South West,2020,1.61,NAERLS Agricultural Performance Survey 2021,Table 11.2,South,1482.8000000000002,4564.945,16,28.44832727272727,24.751272727272728,87.1172,16.371090909090906,0.1699421616178994,275,275,ok
Lagos,South West,2021,1.59,NAERLS Agricultural Performance Survey 2021,Table 11.2,South,1683.18,4635.68,12,28.58174545454545,25.132290909090912,86.66385454545456,16.417818181818184,0.8957792590589253,275,275,ok
Lagos,South West,2022,1.63,NAERLS Agricultural Performance Survey 2023,Table 12.2,South,1556.8,4555.825,10,28.33170909090909,24.80156363636364,86.98207272727272,15.912836363636362,0.4379925918536304,275,275,ok
Lagos,South West,2023,1.66,NAERLS Agricultural Performance Survey 2023,Table 12.2,South,1699.4199999999998,4688.085,5,28.716072727272728,25.37909090909091,87.29483636363636,16.04407272727273,0.9546054615863336,275,275,ok
Lagos,South West,2024,1.71,Agricultural Productivity Survey 2024,Table 12.2,South,1316.66,4739.834999999999,16,29.03090909090909,25.44061818181818,86.61469090909091,16.325090909090907,-0.4318672772924319,275,275,ok
Nasarawa,North Central,2020,2.91,NAERLS Agricultural Performance Survey 2021,Table 11.2,Middle,1003.25,3561.81,10,30.36845794392524,22.91948598130841,81.91602803738317,17.922429906542053,-0.0101489554872834,214,214,ok
Nasarawa,North Central,2021,2.69,NAERLS Agricultural Performance Survey 2021,Table 11.2,Middle,1309.91,3679.7800000000007,20,30.93126168224299,23.45920560747663,79.75967289719625,18.07626168224299,0.9824451091690752,214,214,ok
Nasarawa,North Central,2022,2.77,NAERLS Agricultural Performance Survey 2023,Table 12.2,Middle,1853.69,3427.59,16,29.23373831775701,22.799813084112152,85.63934579439253,17.14714953271028,2.7425468520727296,214,214,ok
Nasarawa,North Central,2023,2.83,NAERLS Agricultural Performance Survey 2023,Table 12.2,Middle,732.91,3883.0899999999992,14,32.209672897196256,24.08088785046729,76.32126168224299,17.813551401869162,-0.8851828022204732,214,214,ok
Nasarawa,North Central,2024,2.89,Agricultural Productivity Survey 2024,Table 12.2,Middle,1023.58,3821.105,16,31.623457943925235,24.08780373831776,78.61088785046731,17.359859813084114,0.0556549880803931,214,214,ok
Niger,North Central,2020,2.48,NAERLS Agricultural Performance Survey 2021,Table 11.2,Middle,1264.06,3610.925,11,30.65976635514018,23.08719626168224,80.98841121495329,17.92752336448598,0.463901577301283,214,214,ok
Niger,North Central,2021,2.71,NAERLS Agricultural Performance Survey 2021,Table 11.2,Middle,1391.2,3739.915,11,31.35107476635514,23.60140186915888,77.9722429906542,18.662196261682244,0.9555445973076616,214,214,ok
Niger,North Central,2022,3.44,NAERLS Agricultural Performance Survey 2023,Table 12.2,Middle,1145.23,3627.66,16,30.746028037383176,23.15733644859813,80.00023364485979,17.411308411214954,0.0043928462382195,214,214,ok
Niger,North Central,2023,3.51,NAERLS Agricultural Performance Survey 2023,Table 12.2,Middle,915.91,3799.580000000001,13,31.54911214953271,23.960981308411213,79.00640186915889,18.090934579439253,-0.8823743186812605,214,214,ok
Niger,North Central,2024,3.59,Agricultural Productivity Survey 2024,Table 12.2,Middle,908.71,3892.51,8,32.02266355140187,24.355934579439253,77.47570093457945,17.4807476635514,-0.910216301881244,214,214,ok
Ogun,South West,2020,2.05,NAERLS Agricultural Performance Survey 2021,Table 11.2,South,1593.81,4423.01,10,29.09956363636364,23.06778181818182,89.47327272727271,16.371090909090906,-0.0317985210223154,275,275,ok
Ogun,South West,2021,2.06,NAERLS Agricultural Performance Survey 2021,Table 11.2,South,2182.23,4453.28,10,29.06054545454545,23.326945454545456,89.72494545454545,16.417818181818184,1.9244862549671204,275,275,ok
Ogun,South West,2022,2.26,NAERLS Agricultural Performance Survey 2023,Table 12.2,South,2013.57,4383.950000000001,14,28.825636363636363,23.05763636363637,89.84065454545454,15.912836363636362,1.363752441843198,275,275,ok
Ogun,South West,2023,2.31,NAERLS Agricultural Performance Survey 2023,Table 12.2,South,2082.14,4518.465,6,29.185490909090905,23.67607272727273,90.35083636363636,16.04407272727273,1.591723019134241,275,275,ok
Ogun,South West,2024,2.37,Agricultural Productivity Survey 2024,Table 12.2,South,1605.6,4582.57,15,29.627236363636364,23.70054545454545,89.01341818181818,16.325090909090907,0.0073989867254078,275,275,ok
Ondo,South West,2020,2.5,NAERLS Agricultural Performance Survey 2021,Table 11.2,South,1674.83,4131.280000000001,14,28.408036363636363,21.63763636363636,87.87240000000001,16.94941818181818,0.6307491994593836,275,275,ok
Ondo,South West,2021,2.48,NAERLS Agricultural Performance Survey 2021,Table 11.2,South,2454.52,4160.120000000001,10,28.32523636363636,21.93018181818182,88.6116,16.92436363636364,3.3454149276912624,275,275,ok
Ondo,South West,2022,2.65,NAERLS Agricultural Performance Survey 2023,Table 12.2,South,1935.77,4042.9,15,27.862654545454543,21.540254545454548,89.01807272727274,16.410981818181817,1.539270374701886,275,275,ok
Ondo,South West,2023,2.71,NAERLS Agricultural Performance Survey 2023,Table 12.2,South,1991.3,4201.675,6,28.312,22.24563636363636,89.70890909090907,16.682509090909093,1.732610532827188,275,275,ok
Ondo,South West,2024,2.78,Agricultural Productivity Survey 2024,Table 12.2,South,1356.8000000000002,4302.264999999999,20,29.06705454545454,22.22214545454545,86.85934545454545,16.821854545454546,-0.4765436240340352,275,275,ok
Osun,South West,2020,2.03,NAERLS Agricultural Performance Survey 2021,Table 11.2,South,1690.85,4259.795,11,28.818072727272725,22.16225454545454,88.72989090909091,16.387854545454545,0.2073527670342393,275,275,ok
Osun,South West,2021,2.17,NAERLS Agricultural Performance Survey 2021,Table 11.2,South,2645.05,4282.065,10,28.74374545454545,22.39854545454545,89.46425454545454,16.58909090909091,3.267581218546449,275,275,very_high
Osun,South West,2022,2.34,NAERLS Agricultural Performance Survey 2023,Table 12.2,South,2359.4700000000003,4178.855,14,28.33152727272727,22.060145454545456,89.76636363636364,15.950036363636364,2.351693520807133,275,275,ok
Osun,South West,2023,2.39,NAERLS Agricultural Performance Survey 2023,Table 12.2,South,2358.78,4331.835,6,28.764727272727274,22.73952727272728,90.41392727272728,16.109236363636363,2.349480611949929,275,275,ok
Osun,South West,2024,2.46,Agricultural Productivity Survey 2024,Table 12.2,South,1679.4299999999998,4410.16,20,29.38592727272728,22.68796363636364,88.06992727272726,15.928509090909092,0.1707275218903802,275,275,ok
Oyo,South West,2020,1.88,NAERLS Agricultural Performance Survey 2021,Table 11.2,South,1554.8200000000002,4334.17,11,29.159127272727275,22.36210909090909,88.19909090909091,16.444181818181818,-0.12257994838456,275,275,ok
Oyo,South West,2021,1.85,NAERLS Agricultural Performance Survey 2021,Table 11.2,South,2370.13,4359.49,10,29.11552727272727,22.589854545454543,88.73483636363638,16.970436363636363,2.9024414729307835,275,275,ok
Oyo,South West,2022,2.03,NAERLS Agricultural Performance Survey 2023,Table 12.2,South,2143.53,4276.58,14,28.824472727272724,22.277927272727275,88.62149090909092,16.104836363636363,2.0616939608555525,275,275,ok
Oyo,South West,2023,2.07,NAERLS Agricultural Performance Survey 2023,Table 12.2,South,2181.9700000000003,4419.96,6,29.19127272727273,22.95389090909091,89.49072727272726,16.222800000000003,2.2043167956488974,275,275,ok
Oyo,South West,2024,2.13,Agricultural Productivity Survey 2024,Table 12.2,South,1632.55,4472.030000000001,19,29.67494545454545,22.848909090909093,87.58556363636363,15.93450909090909,0.1658194519402747,275,275,ok
Plateau,North Central,2020,2.48,NAERLS Agricultural Performance Survey 2021,Table 11.2,Middle,3151.5600000000004,2706.965,16,26.56971962616822,18.729018691588784,83.89084112149533,17.856962616822432,7.578824999579921,214,214,very_high
Plateau,North Central,2021,2.48,NAERLS Agricultural Performance Survey 2021,Table 11.2,Middle,5333.05,2844.225,12,27.551261682242995,19.03028037383177,80.33130841121496,18.323598130841127,15.012756673567567,214,214,very_high
Plateau,North Central,2022,2.24,NAERLS Agricultural Performance Survey 2023,Table 12.2,Middle,4683.82,2689.665,11,26.530373831775705,18.60668224299065,83.61780373831775,17.29607476635514,12.800355305372891,214,214,very_high
Plateau,North Central,2023,2.29,NAERLS Agricultural Performance Survey 2023,Table 12.2,Middle,1689.76,3006.79,14,28.73845794392524,19.36238317757009,77.13406542056074,18.04565420560748,2.597403438612348,214,214,ok
Plateau,North Central,2024,2.34,Agricultural Productivity Survey 2024,Table 12.2,Middle,1375.73,3065.7900000000004,9,28.977289719626164,19.67495327102804,77.79901869158877,16.974906542056075,1.5272735899390373,214,214,ok
Rivers,South South,2020,2.15,NAERLS Agricultural Performance Survey 2021,Table 11.2,South,3287.4,4517.58,11,29.52923636363636,23.32589090909091,89.43607272727272,14.410036363636364,1.8281529185760617,275,275,very_high
Rivers,South South,2021,2.12,NAERLS Agricultural Performance Survey 2021,Table 11.2,South,3063.02,4516.015,10,29.39876363636364,23.44498181818182,89.97767272727273,14.595927272727272,1.4493312784446135,275,275,very_high
Rivers,South South,2022,2.26,NAERLS Agricultural Performance Survey 2023,Table 12.2,South,1997.43,4502.4400000000005,8,29.471454545454545,23.27356363636364,89.33643636363635,14.381963636363636,-0.3497085268306796,275,275,ok
Rivers,South South,2023,2.3,NAERLS Agricultural Performance Survey 2023,Table 12.2,South,1832.46,4580.485000000001,5,29.51603636363636,23.796581818181817,90.1933090909091,13.952,-0.6282280293375206,275,275,ok
Rivers,South South,2024,2.37,Agricultural Productivity Survey 2024,Table 12.2,South,1770.85,4714.629999999999,21,30.30472727272727,23.983490909090907,88.48505454545455,14.248981818181818,-0.7322444356504656,275,275,ok
Sokoto,North West,2020,2.68,NAERLS Agricultural Performance Survey 2021,Table 11.2,North,1114.59,3288.085,20,32.40391304347826,23.336141304347827,73.34869565217392,20.9758695652174,3.188649584825366,184,184,ok
Sokoto,North West,2021,2.54,NAERLS Agricultural Performance Survey 2021,Table 11.2,North,1247.63,3439.355,16,33.57755434782609,23.806739130434785,67.9108152173913,22.03804347826087,4.127361379665473,184,184,ok
Sokoto,North West,2022,2.31,NAERLS Agricultural Performance Survey 2023,Table 12.2,North,1119.31,3251.365,17,32.337228260869566,23.00369565217392,73.21184782608695,21.04440217391305,3.2219532504270285,184,184,ok
Sokoto,North West,2023,2.35,NAERLS Agricultural Performance Survey 2023,Table 12.2,North,779.82,3532.475,14,34.1291847826087,24.26728260869565,66.0,21.44619565217392,0.8265588785819622,184,184,ok
Sokoto,North West,2024,2.4,Agricultural Productivity Survey 2024,Table 12.2,North,1363.51,3433.615,16,33.102663043478266,24.219239130434783,72.92222826086956,20.30445652173913,4.944994593631734,184,184,ok
Taraba,North East,2020,2.04,NAERLS Agricultural Performance Survey 2021,Table 11.2,North,884.0899999999999,2953.94,7,29.66777173913044,22.440271739130434,83.60152173913043,17.67891304347826,0.0187371045236527,184,184,ok
Taraba,North East,2021,2.04,NAERLS Agricultural Performance Survey 2021,Table 11.2,North,918.9,3049.04,4,30.20114130434782,22.94059782608696,81.7536956521739,18.02809782608696,0.2166250318502279,184,184,ok
Taraba,North East,2022,2.14,NAERLS Agricultural Performance Survey 2023,Table 12.2,North,1078.8000000000002,2883.49,11,28.95043478260869,22.39184782608696,86.07239130434783,17.058532608695653,1.1256247324971462,184,184,ok
Taraba,North East,2023,2.19,NAERLS Agricultural Performance Survey 2023,Table 12.2,North,367.45,3499.565,15,33.70728260869565,24.331467391304347,67.8933152173913,17.7825,-2.91825855115004,184,184,ok
Taraba,North East,2024,2.24,Agricultural Productivity Survey 2024,Table 12.2,North,1095.85,3227.08,12,31.396032608695656,23.68092391304348,77.71913043478261,16.88103260869565,1.2225505917593709,184,184,ok
Yobe,North East,2020,2.01,NAERLS Agricultural Performance Survey 2021,Table 11.2,North,772.9,3219.32,15,32.583858695652175,22.40875,70.93402173913044,20.724945652173915,0.8707398989279639,184,184,ok
Yobe,North East,2021,2.01,NAERLS Agricultural Performance Survey 2021,Table 11.2,North,1600.22,3185.955,14,32.06440217391304,22.56554347826087,72.73184782608696,21.239565217391306,7.154425193111498,184,184,ok
Yobe,North East,2022,1.66,NAERLS Agricultural Performance Survey 2023,Table 12.2,North,871.1000000000001,3119.54,19,31.67815217391304,22.229891304347827,73.64353260869565,20.19375,1.6165914387055882,184,184,ok
Yobe,North East,2023,1.7,NAERLS Agricultural Performance Survey 2023,Table 12.2,North,400.36,3657.69,29,35.847228260869564,23.91027173913044,58.51592391304348,20.85445652173913,-1.9587869099188349,184,184,ok
Yobe,North East,2024,1.62,Agricultural Productivity Survey 2024,Table 12.2,North,926.85,3455.5950000000003,31,33.55940217391304,24.001413043478266,66.63913043478261,20.06733695652174,2.0400254849642674,184,184,ok
Zamfara,North West,2020,1.39,NAERLS Agricultural Performance Survey 2021,Table 11.2,North,1053.36,3014.24,14,31.15152173913044,21.61195652173913,74.64907608695653,20.28994565217392,2.1693869852294045,184,184,ok
Zamfara,North West,2021,1.43,NAERLS Agricultural Performance Survey 2021,Table 11.2,North,1541.42,3079.6249999999995,14,31.58733695652174,21.88684782608696,73.01260869565218,21.36407608695652,5.2619891598573565,184,184,ok
Zamfara,North West,2022,1.5,NAERLS Agricultural Performance Survey 2023,Table 12.2,North,1023.2999999999998,2937.645,18,30.60016304347826,21.330760869565218,75.94385869565217,20.194130434782608,1.9789111802682988,184,184,ok
Zamfara,North West,2023,1.54,NAERLS Agricultural Performance Survey 2023,Table 12.2,North,510.0,3380.49,29,33.959184782608695,22.78527173913044,63.992119565217386,21.07929347826087,-1.2736247707142192,184,184,ok
Zamfara,North West,2024,1.6,Agricultural Productivity Survey 2024,Table 12.2,North,694.8700000000001,3260.635,17,32.69663043478261,22.745054347826088,70.14929347826086,19.637336956521736,-0.1021922336829729,184,184,ok
