Scenario,State,Year,Feature,Value,Training_Min,Training_Max,Below_Training_Min,Above_Training_Max,Outside_Training_Range
T+0_R-20,Katsina,2024,Rainfall_Anomaly_Z_2000_2019,3.4549078630549843,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Kebbi,2024,Rainfall_Anomaly_Z_2000_2019,9.136092044185824,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Kogi,2024,Rainfall_Anomaly_Z_2000_2019,-1.4699953007496394,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Kwara,2024,Rainfall_Anomaly_Z_2000_2019,-0.7133664878923842,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Lagos,2024,Rainfall_Anomaly_Z_2000_2019,-1.3857356001956171,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Nasarawa,2024,Rainfall_Anomaly_Z_2000_2019,-0.6069677424361107,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Niger,2024,Rainfall_Anomaly_Z_2000_2019,-1.613002095038387,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Ogun,2024,Rainfall_Anomaly_Z_2000_2019,-1.0602094685713654,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Ondo,2024,Rainfall_Anomaly_Z_2000_2019,-1.421344367936102,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Osun,2024,Rainfall_Anomaly_Z_2000_2019,-0.9064972671104901,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Oyo,2024,Rainfall_Anomaly_Z_2000_2019,-1.045621281368127,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Plateau,2024,Rainfall_Anomaly_Z_2000_2019,0.5896499637152153,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Rivers,2024,Rainfall_Anomaly_Z_2000_2019,-1.3301910453543389,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Sokoto,2024,Rainfall_Anomaly_Z_2000_2019,3.0208470900502045,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Taraba,2024,Rainfall_Anomaly_Z_2000_2019,-0.023387271847789576,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Yobe,2024,Rainfall_Anomaly_Z_2000_2019,0.6320977871172421,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-20,Zamfara,2024,Rainfall_Anomaly_Z_2000_2019,-0.9828038277835861,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Abia,2024,Seasonal_Rainfall_mm,949.5849999999999,340.79,5688.79,False,False,False
T+0_R-30,Adamawa,2024,Seasonal_Rainfall_mm,632.968,340.79,5688.79,False,False,False
T+0_R-30,Akwa Ibom,2024,Seasonal_Rainfall_mm,1308.3629999999998,340.79,5688.79,False,False,False
T+0_R-30,Anambra,2024,Seasonal_Rainfall_mm,942.9069999999999,340.79,5688.79,False,False,False
T+0_R-30,Bauchi,2024,Seasonal_Rainfall_mm,759.5769999999999,340.79,5688.79,False,False,False
T+0_R-30,Bayelsa,2024,Seasonal_Rainfall_mm,1318.086,340.79,5688.79,False,False,False
T+0_R-30,Benue,2024,Seasonal_Rainfall_mm,674.2049999999999,340.79,5688.79,False,False,False
T+0_R-30,Borno,2024,Seasonal_Rainfall_mm,408.21199999999993,340.79,5688.79,False,False,False
T+0_R-30,Cross River,2024,Seasonal_Rainfall_mm,1308.3629999999998,340.79,5688.79,False,False,False
T+0_R-30,Delta,2024,Seasonal_Rainfall_mm,942.9069999999999,340.79,5688.79,False,False,False
T+0_R-30,Ebonyi,2024,Seasonal_Rainfall_mm,632.429,340.79,5688.79,False,False,False
T+0_R-30,Edo,2024,Seasonal_Rainfall_mm,949.0459999999999,340.79,5688.79,False,False,False
T+0_R-30,Ekiti,2024,Seasonal_Rainfall_mm,949.7600000000001,340.79,5688.79,False,False,False
T+0_R-30,Enugu,2024,Seasonal_Rainfall_mm,683.13,340.79,5688.79,False,False,False
T+0_R-30,FCT,2024,Seasonal_Rainfall_mm,808.0169999999999,340.79,5688.79,False,False,False
T+0_R-30,Gombe,2024,Seasonal_Rainfall_mm,1003.4150000000003,340.79,5688.79,False,False,False
T+0_R-30,Imo,2024,Seasonal_Rainfall_mm,1122.5059999999999,340.79,5688.79,False,False,False
T+0_R-30,Jigawa,2024,Seasonal_Rainfall_mm,712.7819999999999,340.79,5688.79,False,False,False
T+0_R-30,Kaduna,2024,Seasonal_Rainfall_mm,1019.7879999999999,340.79,5688.79,False,False,False
T+0_R-30,Kano,2024,Seasonal_Rainfall_mm,700.966,340.79,5688.79,False,False,False
T+0_R-30,Katsina,2024,Seasonal_Rainfall_mm,903.6019999999999,340.79,5688.79,False,False,False
T+0_R-30,Kebbi,2024,Seasonal_Rainfall_mm,1490.972,340.79,5688.79,False,False,False
T+0_R-30,Kogi,2024,Seasonal_Rainfall_mm,613.3469999999999,340.79,5688.79,False,False,False
T+0_R-30,Kwara,2024,Seasonal_Rainfall_mm,850.773,340.79,5688.79,False,False,False
T+0_R-30,Lagos,2024,Seasonal_Rainfall_mm,921.662,340.79,5688.79,False,False,False
T+0_R-30,Nasarawa,2024,Seasonal_Rainfall_mm,716.506,340.79,5688.79,False,False,False
T+0_R-30,Niger,2024,Seasonal_Rainfall_mm,636.097,340.79,5688.79,False,False,False
T+0_R-30,Ogun,2024,Seasonal_Rainfall_mm,1123.9199999999998,340.79,5688.79,False,False,False
T+0_R-30,Ondo,2024,Seasonal_Rainfall_mm,949.7600000000001,340.79,5688.79,False,False,False
T+0_R-30,Osun,2024,Seasonal_Rainfall_mm,1175.6009999999999,340.79,5688.79,False,False,False
T+0_R-30,Oyo,2024,Seasonal_Rainfall_mm,1142.7849999999999,340.79,5688.79,False,False,False
T+0_R-30,Plateau,2024,Seasonal_Rainfall_mm,963.011,340.79,5688.79,False,False,False
T+0_R-30,Rivers,2024,Seasonal_Rainfall_mm,1239.5949999999998,340.79,5688.79,False,False,False
T+0_R-30,Sokoto,2024,Seasonal_Rainfall_mm,954.4569999999999,340.79,5688.79,False,False,False
T+0_R-30,Taraba,2024,Seasonal_Rainfall_mm,767.0949999999999,340.79,5688.79,False,False,False
T+0_R-30,Yobe,2024,Seasonal_Rainfall_mm,648.795,340.79,5688.79,False,False,False
T+0_R-30,Zamfara,2024,Seasonal_Rainfall_mm,486.40900000000005,340.79,5688.79,False,False,False
T+0_R-30,Abia,2024,Seasonal_GDD_C,4627.7,2545.795,4805.745,False,False,False
T+0_R-30,Adamawa,2024,Seasonal_GDD_C,3318.585,2545.795,4805.745,False,False,False
T+0_R-30,Akwa Ibom,2024,Seasonal_GDD_C,4694.005000000001,2545.795,4805.745,False,False,False
T+0_R-30,Anambra,2024,Seasonal_GDD_C,4641.875,2545.795,4805.745,False,False,False
T+0_R-30,Bauchi,2024,Seasonal_GDD_C,3200.24,2545.795,4805.745,False,False,False
T+0_R-30,Bayelsa,2024,Seasonal_GDD_C,4720.065,2545.795,4805.745,False,False,False
T+0_R-30,Benue,2024,Seasonal_GDD_C,3758.71,2545.795,4805.745,False,False,False
T+0_R-30,Borno,2024,Seasonal_GDD_C,3727.105,2545.795,4805.745,False,False,False
T+0_R-30,Cross River,2024,Seasonal_GDD_C,4694.005000000001,2545.795,4805.745,False,False,False
T+0_R-30,Delta,2024,Seasonal_GDD_C,4641.875,2545.795,4805.745,False,False,False
T+0_R-30,Ebonyi,2024,Seasonal_GDD_C,4949.355,2545.795,4805.745,False,True,True
T+0_R-30,Edo,2024,Seasonal_GDD_C,4583.435,2545.795,4805.745,False,False,False
T+0_R-30,Ekiti,2024,Seasonal_GDD_C,4302.264999999999,2545.795,4805.745,False,False,False
T+0_R-30,Enugu,2024,Seasonal_GDD_C,4722.129999999999,2545.795,4805.745,False,False,False
T+0_R-30,FCT,2024,Seasonal_GDD_C,3569.07,2545.795,4805.745,False,False,False
T+0_R-30,Gombe,2024,Seasonal_GDD_C,3255.21,2545.795,4805.745,False,False,False
T+0_R-30,Imo,2024,Seasonal_GDD_C,4689.094999999999,2545.795,4805.745,False,False,False
T+0_R-30,Jigawa,2024,Seasonal_GDD_C,3497.245,2545.795,4805.745,False,False,False
T+0_R-30,Kaduna,2024,Seasonal_GDD_C,2800.6800000000003,2545.795,4805.745,False,False,False
T+0_R-30,Kano,2024,Seasonal_GDD_C,3483.455,2545.795,4805.745,False,False,False
T+0_R-30,Katsina,2024,Seasonal_GDD_C,3208.635,2545.795,4805.745,False,False,False
T+0_R-30,Kebbi,2024,Seasonal_GDD_C,3373.3050000000003,2545.795,4805.745,False,False,False
T+0_R-30,Kogi,2024,Seasonal_GDD_C,3787.005,2545.795,4805.745,False,False,False
T+0_R-30,Kwara,2024,Seasonal_GDD_C,3515.295,2545.795,4805.745,False,False,False
T+0_R-30,Lagos,2024,Seasonal_GDD_C,4739.834999999999,2545.795,4805.745,False,False,False
T+0_R-30,Nasarawa,2024,Seasonal_GDD_C,3821.105,2545.795,4805.745,False,False,False
T+0_R-30,Niger,2024,Seasonal_GDD_C,3892.51,2545.795,4805.745,False,False,False
T+0_R-30,Ogun,2024,Seasonal_GDD_C,4582.57,2545.795,4805.745,False,False,False
T+0_R-30,Ondo,2024,Seasonal_GDD_C,4302.264999999999,2545.795,4805.745,False,False,False
T+0_R-30,Osun,2024,Seasonal_GDD_C,4410.16,2545.795,4805.745,False,False,False
T+0_R-30,Oyo,2024,Seasonal_GDD_C,4472.030000000001,2545.795,4805.745,False,False,False
T+0_R-30,Plateau,2024,Seasonal_GDD_C,3065.7900000000004,2545.795,4805.745,False,False,False
T+0_R-30,Rivers,2024,Seasonal_GDD_C,4714.629999999999,2545.795,4805.745,False,False,False
T+0_R-30,Sokoto,2024,Seasonal_GDD_C,3433.615,2545.795,4805.745,False,False,False
T+0_R-30,Taraba,2024,Seasonal_GDD_C,3227.08,2545.795,4805.745,False,False,False
T+0_R-30,Yobe,2024,Seasonal_GDD_C,3455.5950000000003,2545.795,4805.745,False,False,False
T+0_R-30,Zamfara,2024,Seasonal_GDD_C,3260.635,2545.795,4805.745,False,False,False
T+0_R-30,Abia,2024,Mean_Tmax_C,30.031090909090903,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Adamawa,2024,Mean_Tmax_C,32.40342391304348,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Akwa Ibom,2024,Mean_Tmax_C,29.75338181818182,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Anambra,2024,Mean_Tmax_C,30.05850909090909,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Bauchi,2024,Mean_Tmax_C,31.968804347826087,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Bayelsa,2024,Mean_Tmax_C,29.968800000000005,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Benue,2024,Mean_Tmax_C,31.120794392523365,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Borno,2024,Mean_Tmax_C,35.42760869565217,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Cross River,2024,Mean_Tmax_C,29.75338181818182,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Delta,2024,Mean_Tmax_C,30.05850909090909,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Ebonyi,2024,Mean_Tmax_C,31.96454545454545,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Edo,2024,Mean_Tmax_C,29.72083636363637,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Ekiti,2024,Mean_Tmax_C,29.06705454545454,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Enugu,2024,Mean_Tmax_C,30.869672727272725,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,FCT,2024,Mean_Tmax_C,30.60518691588785,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Gombe,2024,Mean_Tmax_C,31.93304347826087,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Imo,2024,Mean_Tmax_C,30.22494545454545,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Jigawa,2024,Mean_Tmax_C,34.34570652173913,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Kaduna,2024,Mean_Tmax_C,29.12326086956521,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Kano,2024,Mean_Tmax_C,34.5625,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Katsina,2024,Mean_Tmax_C,31.866684782608697,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Kebbi,2024,Mean_Tmax_C,32.69858695652174,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Kogi,2024,Mean_Tmax_C,31.41172897196261,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Kwara,2024,Mean_Tmax_C,30.14434579439252,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Lagos,2024,Mean_Tmax_C,29.03090909090909,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Nasarawa,2024,Mean_Tmax_C,31.623457943925235,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Niger,2024,Mean_Tmax_C,32.02266355140187,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Ogun,2024,Mean_Tmax_C,29.627236363636364,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Ondo,2024,Mean_Tmax_C,29.06705454545454,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Osun,2024,Mean_Tmax_C,29.38592727272728,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Oyo,2024,Mean_Tmax_C,29.67494545454545,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Plateau,2024,Mean_Tmax_C,28.977289719626164,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Rivers,2024,Mean_Tmax_C,30.30472727272727,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Sokoto,2024,Mean_Tmax_C,33.102663043478266,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Taraba,2024,Mean_Tmax_C,31.396032608695656,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Yobe,2024,Mean_Tmax_C,33.55940217391304,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Zamfara,2024,Mean_Tmax_C,32.69663043478261,26.530373831775705,37.37739130434783,False,False,False
T+0_R-30,Abia,2024,Mean_Tmin_C,23.62490909090909,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Adamawa,2024,Mean_Tmin_C,23.668152173913047,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Akwa Ibom,2024,Mean_Tmin_C,24.384836363636364,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Anambra,2024,Mean_Tmin_C,23.700581818181817,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Bauchi,2024,Mean_Tmin_C,22.816413043478263,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Bayelsa,2024,Mean_Tmin_C,24.358945454545456,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Benue,2024,Mean_Tmin_C,24.007336448598124,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Borno,2024,Mean_Tmin_C,25.08440217391305,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Cross River,2024,Mean_Tmin_C,24.384836363636364,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Delta,2024,Mean_Tmin_C,23.700581818181817,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Ebonyi,2024,Mean_Tmin_C,24.03076363636364,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Edo,2024,Mean_Tmin_C,23.613236363636364,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Ekiti,2024,Mean_Tmin_C,22.22214545454545,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Enugu,2024,Mean_Tmin_C,23.47309090909091,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,FCT,2024,Mean_Tmin_C,22.75060747663552,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Gombe,2024,Mean_Tmin_C,23.44967391304348,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Imo,2024,Mean_Tmin_C,23.87756363636364,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Jigawa,2024,Mean_Tmin_C,23.66782608695652,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Kaduna,2024,Mean_Tmin_C,21.31891304347826,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Kano,2024,Mean_Tmin_C,23.301141304347823,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Katsina,2024,Mean_Tmin_C,23.009782608695648,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Kebbi,2024,Mean_Tmin_C,23.96777173913044,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Kogi,2024,Mean_Tmin_C,23.98084112149533,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Kwara,2024,Mean_Tmin_C,22.7088785046729,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Lagos,2024,Mean_Tmin_C,25.44061818181818,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Nasarawa,2024,Mean_Tmin_C,24.08780373831776,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Niger,2024,Mean_Tmin_C,24.355934579439253,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Ogun,2024,Mean_Tmin_C,23.70054545454545,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Ondo,2024,Mean_Tmin_C,22.22214545454545,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Osun,2024,Mean_Tmin_C,22.68796363636364,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Oyo,2024,Mean_Tmin_C,22.848909090909093,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Plateau,2024,Mean_Tmin_C,19.67495327102804,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Rivers,2024,Mean_Tmin_C,23.983490909090907,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Sokoto,2024,Mean_Tmin_C,24.219239130434783,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Taraba,2024,Mean_Tmin_C,23.68092391304348,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Yobe,2024,Mean_Tmin_C,24.001413043478266,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Zamfara,2024,Mean_Tmin_C,22.745054347826088,18.60668224299065,25.44163043478261,False,False,False
T+0_R-30,Abia,2024,Rainfall_Anomaly_Z_2000_2019,-1.7581326918170115,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Adamawa,2024,Rainfall_Anomaly_Z_2000_2019,-1.7309865590232532,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Akwa Ibom,2024,Rainfall_Anomaly_Z_2000_2019,-2.993149340398346,-2.9722877578679507,15.012756673567567,True,False,True
T+0_R-30,Anambra,2024,Rainfall_Anomaly_Z_2000_2019,-1.4348027844410607,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Bauchi,2024,Rainfall_Anomaly_Z_2000_2019,0.36593084367416473,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Bayelsa,2024,Rainfall_Anomaly_Z_2000_2019,-1.4307064135056644,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Benue,2024,Rainfall_Anomaly_Z_2000_2019,-1.6131576181780294,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Borno,2024,Rainfall_Anomaly_Z_2000_2019,-0.9542492161724908,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Cross River,2024,Rainfall_Anomaly_Z_2000_2019,-2.993149340398346,-2.9722877578679507,15.012756673567567,True,False,True
T+0_R-30,Delta,2024,Rainfall_Anomaly_Z_2000_2019,-1.4348027844410607,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Ebonyi,2024,Rainfall_Anomaly_Z_2000_2019,-2.161901472087007,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Edo,2024,Rainfall_Anomaly_Z_2000_2019,-1.3544273016317638,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Ekiti,2024,Rainfall_Anomaly_Z_2000_2019,-1.8937447398871359,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Enugu,2024,Rainfall_Anomaly_Z_2000_2019,-2.25395915261936,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,FCT,2024,Rainfall_Anomaly_Z_2000_2019,-1.199988819109454,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Gombe,2024,Rainfall_Anomaly_Z_2000_2019,0.7230701786723953,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Imo,2024,Rainfall_Anomaly_Z_2000_2019,-1.2240262780352293,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Jigawa,2024,Rainfall_Anomaly_Z_2000_2019,0.8863646203500427,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Kaduna,2024,Rainfall_Anomaly_Z_2000_2019,-0.6542678124854363,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Kano,2024,Rainfall_Anomaly_Z_2000_2019,0.6755608428741803,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Katsina,2024,Rainfall_Anomaly_Z_2000_2019,2.3283807982797984,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Kebbi,2024,Rainfall_Anomaly_Z_2000_2019,7.094366710318714,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Kogi,2024,Rainfall_Anomaly_Z_2000_2019,-1.844978075298414,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Kwara,2024,Rainfall_Anomaly_Z_2000_2019,-1.278591543530027,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Lagos,2024,Rainfall_Anomaly_Z_2000_2019,-1.8626697616472105,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Nasarawa,2024,Rainfall_Anomaly_Z_2000_2019,-0.938279107694363,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Niger,2024,Rainfall_Anomaly_Z_2000_2019,-1.9643949916169592,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Ogun,2024,Rainfall_Anomaly_Z_2000_2019,-1.5940136962197529,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Ondo,2024,Rainfall_Anomaly_Z_2000_2019,-1.8937447398871359,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Osun,2024,Rainfall_Anomaly_Z_2000_2019,-1.4451096616109254,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Oyo,2024,Rainfall_Anomaly_Z_2000_2019,-1.651341648022328,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Plateau,2024,Rainfall_Anomaly_Z_2000_2019,0.12083815060330391,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Rivers,2024,Rainfall_Anomaly_Z_2000_2019,-1.629164350206276,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Sokoto,2024,Rainfall_Anomaly_Z_2000_2019,2.058773338259439,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Taraba,2024,Rainfall_Anomaly_Z_2000_2019,-0.64635620365137,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Yobe,2024,Rainfall_Anomaly_Z_2000_2019,-0.07186606180627149,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-30,Zamfara,2024,Rainfall_Anomaly_Z_2000_2019,-1.4231096248338928,-2.9722877578679507,15.012756673567567,False,False,False
T+1_R0,Abia,2024,Seasonal_Rainfall_mm,1356.55,340.79,5688.79,False,False,False
T+1_R0,Adamawa,2024,Seasonal_Rainfall_mm,904.24,340.79,5688.79,False,False,False
T+1_R0,Akwa Ibom,2024,Seasonal_Rainfall_mm,1869.09,340.79,5688.79,False,False,False
T+1_R0,Anambra,2024,Seasonal_Rainfall_mm,1347.01,340.79,5688.79,False,False,False
T+1_R0,Bauchi,2024,Seasonal_Rainfall_mm,1085.11,340.79,5688.79,False,False,False
T+1_R0,Bayelsa,2024,Seasonal_Rainfall_mm,1882.98,340.79,5688.79,False,False,False
T+1_R0,Benue,2024,Seasonal_Rainfall_mm,963.15,340.79,5688.79,False,False,False
T+1_R0,Borno,2024,Seasonal_Rainfall_mm,583.16,340.79,5688.79,False,False,False
T+1_R0,Cross River,2024,Seasonal_Rainfall_mm,1869.09,340.79,5688.79,False,False,False
T+1_R0,Delta,2024,Seasonal_Rainfall_mm,1347.01,340.79,5688.79,False,False,False
T+1_R0,Ebonyi,2024,Seasonal_Rainfall_mm,903.47,340.79,5688.79,False,False,False
T+1_R0,Edo,2024,Seasonal_Rainfall_mm,1355.78,340.79,5688.79,False,False,False
T+1_R0,Ekiti,2024,Seasonal_Rainfall_mm,1356.8000000000002,340.79,5688.79,False,False,False
T+1_R0,Enugu,2024,Seasonal_Rainfall_mm,975.9,340.79,5688.79,False,False,False
T+1_R0,FCT,2024,Seasonal_Rainfall_mm,1154.31,340.79,5688.79,False,False,False
T+1_R0,Gombe,2024,Seasonal_Rainfall_mm,1433.4500000000005,340.79,5688.79,False,False,False
T+1_R0,Imo,2024,Seasonal_Rainfall_mm,1603.58,340.79,5688.79,False,False,False
T+1_R0,Jigawa,2024,Seasonal_Rainfall_mm,1018.26,340.79,5688.79,False,False,False
T+1_R0,Kaduna,2024,Seasonal_Rainfall_mm,1456.84,340.79,5688.79,False,False,False
T+1_R0,Kano,2024,Seasonal_Rainfall_mm,1001.38,340.79,5688.79,False,False,False
T+1_R0,Katsina,2024,Seasonal_Rainfall_mm,1290.86,340.79,5688.79,False,False,False
T+1_R0,Kebbi,2024,Seasonal_Rainfall_mm,2129.96,340.79,5688.79,False,False,False
T+1_R0,Kogi,2024,Seasonal_Rainfall_mm,876.2099999999998,340.79,5688.79,False,False,False
T+1_R0,Kwara,2024,Seasonal_Rainfall_mm,1215.39,340.79,5688.79,False,False,False
T+1_R0,Lagos,2024,Seasonal_Rainfall_mm,1316.66,340.79,5688.79,False,False,False
T+1_R0,Nasarawa,2024,Seasonal_Rainfall_mm,1023.58,340.79,5688.79,False,False,False
T+1_R0,Niger,2024,Seasonal_Rainfall_mm,908.71,340.79,5688.79,False,False,False
T+1_R0,Ogun,2024,Seasonal_Rainfall_mm,1605.6,340.79,5688.79,False,False,False
T+1_R0,Ondo,2024,Seasonal_Rainfall_mm,1356.8000000000002,340.79,5688.79,False,False,False
T+1_R0,Osun,2024,Seasonal_Rainfall_mm,1679.4299999999998,340.79,5688.79,False,False,False
T+1_R0,Oyo,2024,Seasonal_Rainfall_mm,1632.55,340.79,5688.79,False,False,False
T+1_R0,Plateau,2024,Seasonal_Rainfall_mm,1375.73,340.79,5688.79,False,False,False
T+1_R0,Rivers,2024,Seasonal_Rainfall_mm,1770.85,340.79,5688.79,False,False,False
T+1_R0,Sokoto,2024,Seasonal_Rainfall_mm,1363.51,340.79,5688.79,False,False,False
T+1_R0,Taraba,2024,Seasonal_Rainfall_mm,1095.85,340.79,5688.79,False,False,False
T+1_R0,Yobe,2024,Seasonal_Rainfall_mm,926.85,340.79,5688.79,False,False,False
T+1_R0,Zamfara,2024,Seasonal_Rainfall_mm,694.8700000000001,340.79,5688.79,False,False,False
T+1_R0,Abia,2024,Seasonal_GDD_C,4902.7,2545.795,4805.745,False,True,True
T+1_R0,Adamawa,2024,Seasonal_GDD_C,3502.585,2545.795,4805.745,False,False,False
T+1_R0,Akwa Ibom,2024,Seasonal_GDD_C,4969.005000000001,2545.795,4805.745,False,True,True
